Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439456,9.7987337,9.4781103,25.82
2,5.7447224,9.7960844,9.4706440,25.87
3,5.7447376,9.7960320,9.4712448,25.97
4,5.7445273,9.7967491,9.4532747,26.01
5,5.7448864,9.7955246,9.4425755,26.03
6,5.7451143,9.7947474,9.4308014,26.01
7,5.7442827,9.7975836,9.4189644,26.08
8,5.7444487,9.7970181,9.4096441,26.05
9,5.7447834,9.7958755,9.4008827,26.03
10,5.7442050,9.7978487,9.3929415,25.99
11,5.7445812,9.7965660,9.3750887,25.99
12,5.7453012,9.7941103,9.3658609,25.97
13,5.7450361,9.7950144,9.3519535,25.92
14,5.7440786,9.7982807,9.3390627,25.88
15,5.7444196,9.7971172,9.3288078,25.87
16,5.7447805,9.7958860,9.3212833,25.88
17,5.7444963,9.7968550,9.3154516,25.87
18,5.7445593,9.7966404,9.2967491,25.88
19,5.7452888,9.7941532,9.2838535,25.88
20,5.7445416,9.7967005,9.2690420,25.92
21,5.7439060,9.7988691,9.2587080,25.98
22,5.7441978,9.7978735,9.2538137,26.01
23,5.7449460,9.7953215,9.2489843,26.02
24,5.7444525,9.7970047,9.2385397,26.02
25,5.7447510,9.7959871,9.2216368,26.04
26,5.7450991,9.7947998,9.2083340,26.06
27,5.7442498,9.7976961,9.1938562,26.05
28,5.7439260,9.7988005,9.1855841,26.09
29,5.7443614,9.7973156,9.1784067,26.03
30,5.7447047,9.7961445,9.1735744,26.01
31,5.7446623,9.7962894,9.1591606,26.02
32,5.7448096,9.7957869,9.1441603,26.01
