Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440414,9.7984066,9.5174389,23.15
2,5.7439971,9.7985582,9.5073137,23.15
3,5.7442451,9.7977123,9.4945345,23.14
4,5.7446909,9.7961912,9.4868469,23.09
5,5.7447758,9.7959023,9.4746628,23.08
6,5.7442851,9.7975760,9.4611378,23.05
7,5.7439542,9.7987041,9.4495773,23.05
8,5.7440209,9.7984772,9.4391127,23.03
9,5.7442350,9.7977467,9.4250593,23.04
10,5.7445393,9.7967081,9.4145842,23.03
11,5.7446032,9.7964907,9.4067984,23.03
12,5.7450752,9.7948809,9.3959370,23.07
13,5.7446222,9.7964258,9.3862724,23.01
14,5.7437062,9.7995510,9.3729362,23.05
15,5.7443657,9.7973003,9.3650227,23.12
16,5.7440834,9.7982635,9.3514366,23.14
17,5.7446146,9.7964516,9.3408327,23.13
18,5.7446117,9.7964611,9.3332844,23.11
19,5.7449675,9.7952490,9.3212299,23.16
20,5.7444801,9.7969103,9.3122158,23.17
21,5.7436438,9.7997637,9.2982149,23.26
22,5.7440763,9.7982883,9.2912827,23.21
23,5.7443886,9.7972221,9.2795467,23.20
24,5.7452364,9.7943316,9.2699261,23.25
25,5.7444887,9.7968807,9.2596035,23.14
26,5.7447290,9.7960615,9.2482624,23.10
27,5.7444782,9.7969170,9.2372875,23.09
28,5.7439623,9.7986765,9.2217731,23.10
29,5.7442193,9.7978001,9.2126818,23.07
30,5.7441545,9.7980213,9.1986761,23.01
31,5.7446499,9.7963314,9.1886749,23.00
32,5.7445269,9.7967510,9.1777678,23.05
