Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442727,9.7976179,9.5083208,27.53
2,5.7446523,9.7963228,9.5016603,27.54
3,5.7446251,9.7964163,9.4960089,27.54
4,5.7445030,9.7968330,9.4833612,27.52
5,5.7451134,9.7947512,9.4697971,27.50
6,5.7447672,9.7959309,9.4586258,27.53
7,5.7444515,9.7970085,9.4480486,27.46
8,5.7445455,9.7966881,9.4381571,27.43
9,5.7446709,9.7962599,9.4306631,27.39
10,5.7445340,9.7967272,9.4241514,27.35
11,5.7446399,9.7963657,9.4107475,27.33
12,5.7450743,9.7948847,9.3999739,27.34
13,5.7448988,9.7954826,9.3870649,27.31
14,5.7443476,9.7973623,9.3786249,27.32
15,5.7446728,9.7962532,9.3697481,27.32
16,5.7445264,9.7967529,9.3615294,27.31
17,5.7445908,9.7965326,9.3532925,27.37
18,5.7446322,9.7963915,9.3404713,27.32
19,5.7451315,9.7946892,9.3306885,27.30
20,5.7447462,9.7960033,9.3185015,27.29
21,5.7442107,9.7978296,9.3090668,27.30
22,5.7446489,9.7963352,9.3024921,27.32
23,5.7446747,9.7962475,9.2932978,27.28
24,5.7447853,9.7958698,9.2838278,27.27
25,5.7445965,9.7965136,9.2726097,27.32
26,5.7450905,9.7948294,9.2621975,27.32
27,5.7445107,9.7968063,9.2501440,27.34
28,5.7441359,9.7980852,9.2406244,27.35
29,5.7447758,9.7959023,9.2356005,27.34
30,5.7446742,9.7962484,9.2287655,27.33
31,5.7447562,9.7959690,9.2167807,27.36
32,5.7446499,9.7963314,9.2045355,27.38
