Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7432637,9.8010607,9.5359840,24.19
2,5.7455807,9.7931576,9.5539894,24.13
3,5.7438798,9.7989578,9.5483713,24.07
4,5.7433076,9.8009109,9.5030289,24.08
5,5.7466707,9.7894430,9.4894705,24.05
6,5.7444701,9.7969446,9.4876184,24.04
7,5.7419291,9.8056173,9.4638262,24.03
8,5.7438650,9.7990084,9.4511366,24.03
9,5.7450151,9.7950859,9.4739819,24.06
10,5.7435341,9.8001375,9.4606447,24.11
11,5.7438183,9.7991686,9.4155293,24.13
12,5.7466354,9.7895632,9.4085751,24.12
13,5.7440548,9.7983618,9.3992481,24.12
14,5.7415209,9.8070116,9.3766594,24.13
15,5.7452412,9.7943153,9.3688812,24.14
16,5.7448945,9.7954969,9.3940163,24.08
17,5.7429628,9.8020878,9.3770199,24.04
18,5.7447786,9.7958927,9.3377838,24.04
19,5.7462273,9.7909536,9.3356695,24.04
20,5.7432423,9.8011341,9.3215599,24.07
21,5.7417297,9.8062983,9.2974272,24.09
22,5.7450142,9.7950888,9.3015957,24.13
23,5.7445331,9.7967300,9.3149996,24.15
24,5.7424173,9.8039503,9.2897749,24.14
25,5.7451429,9.7946501,9.2557831,24.21
26,5.7463522,9.7905283,9.2516146,24.21
27,5.7426720,9.8030815,9.2349796,24.25
28,5.7427521,9.8028078,9.2098255,24.21
29,5.7453814,9.7938375,9.2202320,24.14
30,5.7442594,9.7976637,9.2257118,24.16
31,5.7428732,9.8023939,9.1931000,24.11
32,5.7454176,9.7937136,9.1679869,24.05
