Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444272,9.7970905,9.5167456,26.73
2,5.7449412,9.7953377,9.5136805,26.69
3,5.7445269,9.7967510,9.5149069,26.66
4,5.7445793,9.7965727,9.4941158,26.69
5,5.7451982,9.7944613,9.4836502,26.69
6,5.7450542,9.7949524,9.4725008,26.71
7,5.7442193,9.7978001,9.4598465,26.77
8,5.7444630,9.7969685,9.4533815,26.77
9,5.7449470,9.7953186,9.4526243,26.77
10,5.7443209,9.7974539,9.4493227,26.77
11,5.7444787,9.7969151,9.4302378,26.80
12,5.7453146,9.7940655,9.4188633,26.79
13,5.7448978,9.7954865,9.4072380,26.74
14,5.7441702,9.7979679,9.3974991,26.71
15,5.7446442,9.7963505,9.3936071,26.64
16,5.7452335,9.7943411,9.3934727,26.67
17,5.7445011,9.7968388,9.3851032,26.64
18,5.7448654,9.7955961,9.3664293,26.60
19,5.7454290,9.7936745,9.3555832,26.59
20,5.7447319,9.7960520,9.3454933,26.61
21,5.7440367,9.7984228,9.3383493,26.65
22,5.7445273,9.7967491,9.3342228,26.64
23,5.7449751,9.7952223,9.3352079,26.65
24,5.7442994,9.7975264,9.3212891,26.64
25,5.7448130,9.7957754,9.3048048,26.65
26,5.7452645,9.7942352,9.2946024,26.66
27,5.7444248,9.7970991,9.2842922,26.68
28,5.7440624,9.7983351,9.2763557,26.73
29,5.7448282,9.7957230,9.2710485,26.73
30,5.7448530,9.7956390,9.2736025,26.72
31,5.7444086,9.7971544,9.2556324,26.74
32,5.7447758,9.7959023,9.2417984,26.75
