Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7450790,9.7948675,9.5209541,26.34
2,5.7451525,9.7946177,9.5087061,26.40
3,5.7441683,9.7979736,9.4981594,26.39
4,5.7439508,9.7987165,9.4846926,26.37
5,5.7452869,9.7941589,9.4816179,26.31
6,5.7449322,9.7953682,9.4927368,26.32
7,5.7440691,9.7983122,9.4666405,26.30
8,5.7450542,9.7949524,9.4505272,26.30
9,5.7452855,9.7941637,9.4383659,26.34
10,5.7439919,9.7985754,9.4270992,26.41
11,5.7441244,9.7981243,9.4157238,26.44
12,5.7453194,9.7940483,9.4159603,26.43
13,5.7442694,9.7976294,9.4199657,26.45
14,5.7440290,9.7984495,9.3905125,26.47
15,5.7453375,9.7939873,9.3783274,26.47
16,5.7448883,9.7955179,9.3673029,26.46
17,5.7437925,9.7992563,9.3546495,26.45
18,5.7438793,9.7989597,9.3476334,26.47
19,5.7455344,9.7933149,9.3507128,26.49
20,5.7438507,9.7990580,9.3484039,26.46
21,5.7442245,9.7977829,9.3196297,26.48
22,5.7454090,9.7937431,9.3086843,26.45
23,5.7446833,9.7962179,9.2983809,26.45
24,5.7437611,9.7993631,9.2850533,26.45
25,5.7441463,9.7980490,9.2802467,26.47
26,5.7458010,9.7924070,9.2852497,26.43
27,5.7437553,9.7993832,9.2745972,26.42
28,5.7450328,9.7950258,9.2484989,26.37
29,5.7454453,9.7936192,9.2351904,26.28
30,5.7446661,9.7962761,9.2240381,26.25
31,5.7437840,9.7992849,9.2110033,26.22
32,5.7447414,9.7960186,9.2047977,26.21
