Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444668,9.7969561,9.5128355,26.74
2,5.7445946,9.7965202,9.5073290,26.74
3,5.7445879,9.7965431,9.5034513,26.74
4,5.7444639,9.7969656,9.4904451,26.77
5,5.7451658,9.7945728,9.4795475,26.79
6,5.7448473,9.7956581,9.4669838,26.78
7,5.7444115,9.7971449,9.4583950,26.79
8,5.7447505,9.7959881,9.4493837,26.76
9,5.7448349,9.7957001,9.4441280,26.75
10,5.7447681,9.7959280,9.4406300,26.70
11,5.7447290,9.7960615,9.4270916,26.71
12,5.7452221,9.7943802,9.4167242,26.73
13,5.7448273,9.7957268,9.4047031,26.70
14,5.7443428,9.7973785,9.3970823,26.73
15,5.7447224,9.7960844,9.3912830,26.75
16,5.7448645,9.7955990,9.3854427,26.73
17,5.7446961,9.7961740,9.3774014,26.77
18,5.7448435,9.7956715,9.3646145,26.81
19,5.7452688,9.7942209,9.3543940,26.79
20,5.7447653,9.7959375,9.3436460,26.77
21,5.7444429,9.7970371,9.3373289,26.73
22,5.7448812,9.7955427,9.3324480,26.69
23,5.7447300,9.7960587,9.3259640,26.78
24,5.7446299,9.7964001,9.3148375,26.76
25,5.7446628,9.7962875,9.3014269,26.84
26,5.7449851,9.7951889,9.2926054,26.88
27,5.7444887,9.7968807,9.2814569,26.91
28,5.7441587,9.7980070,9.2733774,26.96
29,5.7446632,9.7962856,9.2686558,26.97
30,5.7446365,9.7963772,9.2631235,26.99
31,5.7447319,9.7960520,9.2490835,27.03
32,5.7448897,9.7955132,9.2381973,27.06
