Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443643,9.7973061,9.5093632,27.26
2,5.7446537,9.7963190,9.5040216,27.23
3,5.7445264,9.7967529,9.4987860,27.19
4,5.7444329,9.7970715,9.4831352,27.15
5,5.7451677,9.7945662,9.4717560,27.12
6,5.7448683,9.7955866,9.4595041,27.11
7,5.7443619,9.7973137,9.4501829,27.11
8,5.7445488,9.7966766,9.4412251,27.07
9,5.7446136,9.7964544,9.4342279,27.07
10,5.7446384,9.7963705,9.4289865,27.05
11,5.7445822,9.7965622,9.4134302,27.05
12,5.7451658,9.7945728,9.4026690,27.02
13,5.7447934,9.7958422,9.3893671,27.02
14,5.7444038,9.7971706,9.3808775,27.02
15,5.7447166,9.7961035,9.3731432,27.05
16,5.7445693,9.7966061,9.3656797,27.06
17,5.7445822,9.7965622,9.3572388,27.09
18,5.7446027,9.7964926,9.3439112,27.09
19,5.7450824,9.7948570,9.3334188,27.14
20,5.7445712,9.7965994,9.3203688,27.17
21,5.7440395,9.7984133,9.3109398,27.20
22,5.7445459,9.7966862,9.3045912,27.25
23,5.7445898,9.7965364,9.2967167,27.26
24,5.7446074,9.7964764,9.2846422,27.27
25,5.7446566,9.7963085,9.2718029,27.34
26,5.7450762,9.7948780,9.2618370,27.39
27,5.7445531,9.7966614,9.2478771,27.47
28,5.7440443,9.7983971,9.2388754,27.48
29,5.7446823,9.7962208,9.2337723,27.55
30,5.7446804,9.7962275,9.2277079,27.55
31,5.7445517,9.7966671,9.2146368,27.55
32,5.7446871,9.7962046,9.2017183,27.58
