Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449608,9.7952709,9.5101881,29.38
2,5.7448821,9.7955399,9.5013084,29.39
3,5.7450781,9.7948713,9.4950552,29.40
4,5.7448125,9.7957773,9.4881735,29.41
5,5.7447414,9.7960186,9.4793386,29.43
6,5.7449865,9.7951832,9.4674826,29.52
7,5.7444706,9.7969427,9.4569054,29.46
8,5.7445679,9.7966108,9.4463863,29.53
9,5.7447033,9.7961493,9.4351406,29.52
10,5.7451200,9.7947283,9.4265614,29.50
11,5.7451096,9.7947636,9.4198532,29.44
12,5.7447705,9.7959204,9.4090118,29.40
13,5.7450404,9.7950001,9.3989744,29.37
14,5.7451639,9.7945786,9.3900490,29.33
15,5.7449636,9.7952614,9.3828859,29.19
16,5.7450199,9.7950697,9.3736792,29.07
17,5.7450380,9.7950077,9.3666792,29.10
18,5.7450533,9.7949553,9.3597584,29.09
19,5.7448988,9.7954826,9.3489990,29.02
20,5.7450104,9.7951021,9.3393469,28.99
21,5.7452211,9.7943830,9.3308754,28.98
22,5.7448955,9.7954941,9.3236933,28.96
23,5.7449780,9.7952127,9.3160515,28.98
24,5.7449875,9.7951803,9.3072557,29.01
25,5.7449746,9.7952242,9.2998352,29.05
26,5.7449431,9.7953310,9.2898121,29.02
27,5.7450256,9.7950497,9.2807541,29.03
28,5.7450657,9.7949133,9.2731218,29.05
29,5.7448540,9.7956352,9.2638712,29.01
30,5.7449331,9.7953653,9.2563791,29.01
31,5.7450285,9.7950401,9.2497692,29.01
32,5.7450466,9.7949791,9.2430944,29.02
