Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7449608,9.7952709,9.5128508,29.39
2,5.7449636,9.7952614,9.5036993,29.38
3,5.7448721,9.7955742,9.4941502,29.36
4,5.7450123,9.7950954,9.4881334,29.42
5,5.7450342,9.7950201,9.4809742,29.40
6,5.7449198,9.7954111,9.4722385,29.34
7,5.7450695,9.7949009,9.4603739,29.31
8,5.7451138,9.7947493,9.4509888,29.26
9,5.7449808,9.7952032,9.4428139,29.21
10,5.7452412,9.7943153,9.4358959,29.16
11,5.7450285,9.7950401,9.4297199,29.13
12,5.7448206,9.7957497,9.4191399,29.12
13,5.7450233,9.7950583,9.4088697,29.14
14,5.7450218,9.7950630,9.3983822,29.07
15,5.7450476,9.7949753,9.3905325,29.07
16,5.7448492,9.7956524,9.3817739,29.09
17,5.7450938,9.7948170,9.3738813,29.10
18,5.7452202,9.7943869,9.3669147,29.06
19,5.7449398,9.7953424,9.3590508,29.02
20,5.7450633,9.7949219,9.3500395,29.00
21,5.7454567,9.7935801,9.3415051,28.94
22,5.7450094,9.7951050,9.3343744,28.94
23,5.7447619,9.7959499,9.3243093,28.90
24,5.7448149,9.7957687,9.3158760,28.92
25,5.7446585,9.7963018,9.3085194,28.94
26,5.7448149,9.7957687,9.2977667,29.02
27,5.7448068,9.7957964,9.2875233,29.04
28,5.7449713,9.7952356,9.2783642,29.06
29,5.7448173,9.7957611,9.2674618,29.15
30,5.7448263,9.7957296,9.2571917,29.21
31,5.7450724,9.7948904,9.2483082,29.25
32,5.7448339,9.7957039,9.2441702,29.36
