Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7434368,9.8004704,9.4817257,23.18
2,5.7442842,9.7975788,9.4746265,23.18
3,5.7449269,9.7953863,9.4743423,23.22
4,5.7439513,9.7987146,9.4565706,23.22
5,5.7449074,9.7954531,9.4409752,23.18
6,5.7447681,9.7959280,9.4289312,23.12
7,5.7442131,9.7978210,9.4129009,23.07
8,5.7435207,9.8001842,9.4011536,23.07
9,5.7445426,9.7966976,9.3924084,23.08
10,5.7448359,9.7956972,9.3954439,23.07
11,5.7442112,9.7978277,9.3759470,23.07
12,5.7449398,9.7953424,9.3659630,23.04
13,5.7450266,9.7950468,9.3545742,23.02
14,5.7442060,9.7978458,9.3412924,23.02
15,5.7440224,9.7984724,9.3318958,22.98
16,5.7444711,9.7969418,9.3228445,23.02
17,5.7444344,9.7970667,9.3238487,23.00
18,5.7443066,9.7975025,9.3008547,23.00
19,5.7450705,9.7948971,9.2927303,23.00
20,5.7442493,9.7976980,9.2769890,22.92
21,5.7435303,9.8001509,9.2609177,23.01
22,5.7435946,9.7999315,9.2509270,23.05
23,5.7446060,9.7964811,9.2412357,23.08
24,5.7442837,9.7975807,9.2405310,23.11
25,5.7446141,9.7964535,9.2219019,23.09
26,5.7454095,9.7937412,9.2125340,23.11
27,5.7443595,9.7973223,9.1955681,23.06
28,5.7437606,9.7993650,9.1857882,23.13
29,5.7439117,9.7988491,9.1777172,23.14
30,5.7445035,9.7968302,9.1716480,23.09
31,5.7438836,9.7989454,9.1631145,23.16
32,5.7447405,9.7960224,9.1459856,23.18
