Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7446346,9.7963839,9.5112429,29.47
2,5.7449198,9.7954111,9.5086727,29.53
3,5.7448115,9.7957802,9.5064335,29.53
4,5.7444725,9.7969370,9.4882708,29.53
5,5.7452621,9.7942438,9.4768457,29.45
6,5.7450933,9.7948198,9.4652014,29.43
7,5.7445450,9.7966890,9.4547663,29.39
8,5.7448092,9.7957878,9.4461756,29.34
9,5.7450094,9.7951050,9.4452114,29.31
10,5.7446260,9.7964134,9.4410172,29.36
11,5.7442961,9.7975378,9.4203434,29.44
12,5.7451391,9.7946634,9.4088631,29.46
13,5.7449327,9.7953672,9.3977547,29.50
14,5.7444406,9.7970457,9.3879213,29.51
15,5.7449145,9.7954292,9.3819914,29.50
16,5.7448802,9.7955465,9.3794107,29.43
17,5.7447033,9.7961493,9.3698263,29.36
18,5.7449598,9.7952738,9.3514137,29.36
19,5.7455893,9.7931280,9.3411293,29.36
20,5.7449250,9.7953930,9.3307667,29.38
21,5.7444382,9.7970533,9.3224859,29.41
22,5.7449675,9.7952490,9.3168640,29.44
23,5.7451310,9.7946911,9.3158522,29.47
24,5.7448907,9.7955103,9.3038559,29.48
25,5.7448754,9.7955618,9.2872772,29.51
26,5.7453351,9.7939949,9.2755346,29.58
27,5.7445412,9.7967024,9.2641525,29.52
28,5.7441435,9.7980585,9.2556257,29.51
29,5.7449312,9.7953720,9.2505550,29.50
30,5.7446880,9.7962008,9.2506227,29.51
31,5.7448654,9.7955961,9.2346191,29.54
32,5.7450414,9.7949963,9.2202921,29.56
