Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443132,9.7974796,9.5119715,24.92
2,5.7444372,9.7970572,9.5032301,24.96
3,5.7445860,9.7965488,9.5021353,24.92
4,5.7447290,9.7960615,9.4873199,24.97
5,5.7453709,9.7938728,9.4766455,25.00
6,5.7451515,9.7946205,9.4641447,25.01
7,5.7444410,9.7970438,9.4540405,25.00
8,5.7445354,9.7967215,9.4477301,24.97
9,5.7446117,9.7964611,9.4405146,24.98
10,5.7448149,9.7957687,9.4370079,24.99
11,5.7450113,9.7950983,9.4250793,24.94
12,5.7455540,9.7932491,9.4128647,24.91
13,5.7451715,9.7945528,9.4027195,24.86
14,5.7445889,9.7965393,9.3984880,24.85
15,5.7446442,9.7963505,9.3934612,24.78
16,5.7444963,9.7968550,9.3850384,24.77
17,5.7442498,9.7976961,9.3744249,24.84
18,5.7444172,9.7971249,9.3531494,24.89
19,5.7453051,9.7940969,9.3416100,24.91
20,5.7442245,9.7977829,9.3274441,24.94
21,5.7439418,9.7987471,9.3137856,25.03
22,5.7441554,9.7980175,9.3036633,24.93
23,5.7450867,9.7948418,9.2949419,24.91
24,5.7448235,9.7957401,9.2805796,24.87
25,5.7450829,9.7948551,9.2672434,24.81
26,5.7453504,9.7939434,9.2595539,24.78
27,5.7444763,9.7969236,9.2468262,24.78
28,5.7442722,9.7976198,9.2359171,24.77
29,5.7449198,9.7954111,9.2298193,24.74
30,5.7448368,9.7956934,9.2250843,24.72
31,5.7449217,9.7954044,9.2133493,24.63
32,5.7451935,9.7944784,9.2067423,24.72
