Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7445831,9.7965593,9.5200739,28.27
2,5.7453041,9.7940998,9.5271082,28.28
3,5.7443032,9.7975140,9.5245724,28.28
4,5.7444715,9.7969398,9.4970903,28.33
5,5.7457995,9.7924118,9.4853220,28.32
6,5.7450132,9.7950926,9.4791651,28.30
7,5.7437897,9.7992659,9.4624720,28.33
8,5.7446432,9.7963543,9.4596090,28.30
9,5.7455549,9.7932453,9.4687805,28.27
10,5.7441335,9.7980928,9.4590235,28.21
11,5.7445521,9.7966642,9.4320049,28.17
12,5.7457466,9.7925920,9.4223833,28.15
13,5.7447462,9.7960033,9.4165316,28.13
14,5.7437940,9.7992516,9.4003000,28.14
15,5.7447381,9.7960310,9.3988085,28.15
16,5.7453918,9.7938013,9.4057932,28.12
17,5.7439489,9.7987232,9.3927984,28.17
18,5.7448788,9.7955513,9.3674889,28.21
19,5.7457304,9.7926474,9.3577080,28.24
20,5.7443171,9.7974663,9.3514271,28.26
21,5.7438307,9.7991257,9.3371286,28.27
22,5.7452369,9.7943296,9.3307476,28.31
23,5.7452145,9.7944069,9.3401375,28.27
24,5.7440023,9.7985401,9.3248701,28.25
25,5.7449446,9.7953272,9.3031349,28.30
26,5.7458611,9.7922020,9.2946424,28.34
27,5.7441521,9.7980299,9.2852964,28.36
28,5.7440038,9.7985353,9.2735405,28.38
29,5.7453818,9.7938356,9.2685270,28.43
30,5.7448277,9.7957249,9.2799692,28.42
31,5.7441750,9.7979517,9.2577219,28.45
32,5.7449265,9.7953882,9.2404966,28.44
