Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7439327,9.7987776,9.4808598,22.79
2,5.7442665,9.7976389,9.4686832,22.77
3,5.7440624,9.7983351,9.4607105,22.82
4,5.7445784,9.7965755,9.4316301,22.82
5,5.7451396,9.7946615,9.4203606,22.81
6,5.7445951,9.7965183,9.4012566,22.88
7,5.7437978,9.7992382,9.3878632,22.87
8,5.7437320,9.7994633,9.3779478,22.93
9,5.7449989,9.7951412,9.3707075,22.93
10,5.7441769,9.7979450,9.3647356,22.87
11,5.7438602,9.7990246,9.3437147,22.88
12,5.7450876,9.7948389,9.3310471,22.88
13,5.7446766,9.7962408,9.3151360,22.92
14,5.7435646,9.8000336,9.3072834,22.85
15,5.7438097,9.7991972,9.2955656,22.94
16,5.7450294,9.7950373,9.2896719,22.98
17,5.7437391,9.7994385,9.2813826,22.93
18,5.7446561,9.7963104,9.2622604,22.95
19,5.7452507,9.7942829,9.2519455,22.98
20,5.7447371,9.7960339,9.2361898,23.03
21,5.7428961,9.8023157,9.2226486,22.97
22,5.7440567,9.7983551,9.2134686,22.99
23,5.7446804,9.7962275,9.2089853,23.03
24,5.7438974,9.7988987,9.1945057,23.03
25,5.7451067,9.7947731,9.1800480,23.08
26,5.7449656,9.7952547,9.1700621,23.02
27,5.7442904,9.7975578,9.1553755,23.00
28,5.7433290,9.8008375,9.1450872,22.95
29,5.7443142,9.7974758,9.1356087,22.98
30,5.7446313,9.7963943,9.1363220,22.96
31,5.7439003,9.7988892,9.1168470,22.99
32,5.7450714,9.7948942,9.1034861,22.98
