Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7447596,9.7959576,9.5199404,23.23
2,5.7445989,9.7965050,9.5095501,23.27
3,5.7442489,9.7976990,9.4965477,23.27
4,5.7436996,9.7995729,9.4849510,23.27
5,5.7441425,9.7980614,9.4748993,23.30
6,5.7441406,9.7980680,9.4732924,23.32
7,5.7444048,9.7971678,9.4534206,23.35
8,5.7448730,9.7955704,9.4428673,23.39
9,5.7443018,9.7975187,9.4290953,23.41
10,5.7438889,9.7989273,9.4178572,23.39
11,5.7435513,9.8000793,9.4047585,23.40
12,5.7442484,9.7977009,9.3943357,23.44
13,5.7438364,9.7991066,9.3869429,23.44
14,5.7442970,9.7975349,9.3679552,23.45
15,5.7450724,9.7948904,9.3559017,23.42
16,5.7441807,9.7979317,9.3411093,23.42
17,5.7438912,9.7989197,9.3328495,23.41
18,5.7436819,9.7996340,9.3200350,23.36
19,5.7447042,9.7961464,9.3103676,23.29
20,5.7433681,9.8007050,9.3012810,23.25
21,5.7447076,9.7961349,9.2878208,23.28
22,5.7449780,9.7952127,9.2755232,23.33
23,5.7445531,9.7966614,9.2601690,23.38
24,5.7437086,9.7995424,9.2493019,23.36
25,5.7440205,9.7984781,9.2403498,23.37
26,5.7447453,9.7960062,9.2325935,23.35
27,5.7439327,9.7987776,9.2193251,23.28
28,5.7445717,9.7965984,9.2062302,23.30
29,5.7450891,9.7948341,9.1973343,23.31
30,5.7443905,9.7972164,9.1844864,23.30
31,5.7435017,9.8002491,9.1741819,23.31
32,5.7437363,9.7994480,9.1652451,23.31
