Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7429256,9.8022146,9.5405331,22.96
2,5.7458096,9.7923775,9.5561914,22.99
3,5.7440891,9.7982445,9.5551777,23.00
4,5.7428827,9.8023615,9.5128756,23.05
5,5.7459626,9.7918558,9.4992733,23.05
6,5.7453079,9.7940874,9.4952555,23.12
7,5.7427788,9.8027163,9.4703541,23.18
8,5.7436032,9.7999020,9.4561291,23.13
9,5.7457218,9.7926769,9.4722433,23.12
10,5.7442722,9.7976198,9.4642525,23.15
11,5.7438288,9.7991323,9.4229507,23.19
12,5.7463369,9.7905798,9.4115486,23.21
13,5.7446952,9.7961769,9.4099283,23.18
14,5.7425108,9.8036318,9.3880262,23.25
15,5.7444229,9.7971058,9.3776283,23.23
16,5.7449970,9.7951479,9.3989906,23.23
17,5.7431602,9.8014145,9.3854704,23.27
18,5.7448769,9.7955570,9.3472023,23.28
19,5.7462130,9.7910023,9.3385363,23.29
20,5.7435169,9.8001966,9.3324404,23.28
21,5.7426929,9.8030090,9.3099604,23.27
22,5.7453537,9.7939310,9.3037348,23.30
23,5.7445917,9.7965298,9.3231936,23.27
24,5.7432232,9.8011990,9.3032875,23.19
25,5.7454576,9.7935772,9.2709694,23.21
26,5.7463694,9.7904701,9.2663231,23.22
27,5.7426453,9.8031721,9.2524986,23.23
28,5.7431188,9.8015556,9.2343483,23.23
29,5.7452602,9.7942505,9.2389097,23.21
30,5.7446518,9.7963247,9.2491884,23.23
31,5.7432213,9.8012056,9.2207212,23.13
32,5.7454948,9.7934504,9.1969833,23.16
