Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440109,9.7985106,9.5174799,26.55
2,5.7452621,9.7942438,9.5178461,26.60
3,5.7443962,9.7971964,9.5266542,26.63
4,5.7439089,9.7988596,9.4963484,26.65
5,5.7451344,9.7946787,9.4818907,26.63
6,5.7449598,9.7952738,9.4707394,26.60
7,5.7437644,9.7993526,9.4555254,26.59
8,5.7438779,9.7989645,9.4464512,26.57
9,5.7454128,9.7937298,9.4505901,26.58
10,5.7440290,9.7984495,9.4516077,26.60
11,5.7439656,9.7986660,9.4193115,26.54
12,5.7454376,9.7936459,9.4089909,26.52
13,5.7448149,9.7957687,9.3986511,26.53
14,5.7436767,9.7996511,9.3827772,26.51
15,5.7440300,9.7984457,9.3782654,26.52
16,5.7455316,9.7933254,9.3850336,26.50
17,5.7436628,9.7996988,9.3775587,26.52
18,5.7443371,9.7973986,9.3474512,26.52
19,5.7455187,9.7933693,9.3362465,26.54
20,5.7445374,9.7967148,9.3262806,26.51
21,5.7435503,9.8000832,9.3108053,26.48
22,5.7444763,9.7969236,9.3058615,26.51
23,5.7454200,9.7937059,9.3158703,26.47
24,5.7434411,9.8004551,9.3025455,26.49
25,5.7447414,9.7960186,9.2753506,26.50
26,5.7452512,9.7942810,9.2634592,26.52
27,5.7442989,9.7975292,9.2545204,26.52
28,5.7434387,9.8004637,9.2413635,26.56
29,5.7448835,9.7955341,9.2332754,26.58
30,5.7451906,9.7944880,9.2469683,26.57
31,5.7435036,9.8002424,9.2261715,26.58
32,5.7449913,9.7951670,9.2036457,26.58
