Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442837,9.7975807,9.5214596,24.01
2,5.7444758,9.7969246,9.5130768,23.92
3,5.7443352,9.7974052,9.5033188,24.00
4,5.7443533,9.7973433,9.4928446,24.07
5,5.7440987,9.7982121,9.4792013,24.12
6,5.7444029,9.7971745,9.4654818,24.15
7,5.7440815,9.7982702,9.4532986,24.18
8,5.7442451,9.7977123,9.4412394,24.22
9,5.7442656,9.7976418,9.4319105,24.24
10,5.7444191,9.7971182,9.4192867,24.28
11,5.7446399,9.7963657,9.4077520,24.34
12,5.7447739,9.7959089,9.3947678,24.36
13,5.7448416,9.7956772,9.3850584,24.26
14,5.7444773,9.7969208,9.3753147,24.28
15,5.7443447,9.7973719,9.3645144,24.24
16,5.7444849,9.7968941,9.3570414,24.28
17,5.7444568,9.7969904,9.3466282,24.31
18,5.7443151,9.7974730,9.3353405,24.36
19,5.7448397,9.7956839,9.3234386,24.37
20,5.7445955,9.7965164,9.3124094,24.36
21,5.7442064,9.7978439,9.3017292,24.34
22,5.7444115,9.7971449,9.2913599,24.29
23,5.7444210,9.7971125,9.2848730,24.28
24,5.7443447,9.7973719,9.2753086,24.30
25,5.7442842,9.7975788,9.2646608,24.34
26,5.7443342,9.7974081,9.2517347,24.34
27,5.7443838,9.7972393,9.2389240,24.36
28,5.7442050,9.7978487,9.2267056,24.38
29,5.7442822,9.7975855,9.2162466,24.38
30,5.7443686,9.7972908,9.2083044,24.34
31,5.7442131,9.7978210,9.1967697,24.40
32,5.7442904,9.7975578,9.1837559,24.42
