Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440042,9.7985344,9.5166073,23.15
2,5.7440491,9.7983809,9.5060759,23.14
3,5.7442732,9.7976170,9.4981499,23.13
4,5.7446556,9.7963123,9.4872646,23.11
5,5.7446508,9.7963285,9.4760857,23.16
6,5.7448592,9.7956181,9.4666138,23.18
7,5.7442312,9.7977600,9.4526453,23.17
8,5.7440557,9.7983580,9.4410849,23.10
9,5.7438726,9.7989836,9.4279213,23.07
10,5.7447515,9.7959852,9.4162521,23.09
11,5.7443128,9.7974815,9.4025221,23.14
12,5.7452564,9.7942629,9.3905783,23.12
13,5.7447462,9.7960033,9.3799734,23.11
14,5.7441568,9.7980137,9.3667393,23.08
15,5.7444782,9.7969170,9.3588943,23.09
16,5.7445736,9.7965918,9.3478632,23.03
17,5.7446995,9.7961626,9.3394117,23.05
18,5.7448096,9.7957869,9.3307018,23.02
19,5.7452002,9.7944546,9.3207321,23.02
20,5.7443748,9.7972698,9.3112516,22.98
21,5.7434978,9.8002615,9.2979965,23.03
22,5.7440462,9.7983904,9.2914047,23.06
23,5.7446790,9.7962322,9.2774267,23.09
24,5.7443018,9.7975187,9.2671108,23.09
25,5.7445173,9.7967834,9.2573643,23.10
26,5.7450409,9.7949982,9.2477522,23.09
27,5.7443142,9.7974758,9.2368450,23.09
28,5.7435026,9.8002453,9.2222996,23.04
29,5.7442350,9.7977467,9.2149096,23.04
30,5.7445097,9.7968092,9.2055683,23.02
31,5.7445760,9.7965832,9.1952734,23.03
32,5.7445087,9.7968130,9.1863756,23.06
