Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443676,9.7972937,9.4821987,26.14
2,5.7447286,9.7960625,9.4728613,26.10
3,5.7444201,9.7971153,9.4675379,26.03
4,5.7441349,9.7980881,9.4408846,25.95
5,5.7452059,9.7944355,9.4273300,25.91
6,5.7447071,9.7961359,9.4096746,25.85
7,5.7442694,9.7976294,9.3978701,25.83
8,5.7442493,9.7976980,9.3883467,25.80
9,5.7445712,9.7965994,9.3803930,25.80
10,5.7442961,9.7975378,9.3777418,25.85
11,5.7441778,9.7979422,9.3589506,25.95
12,5.7448449,9.7956667,9.3460169,25.99
13,5.7447343,9.7960434,9.3325615,26.04
14,5.7442188,9.7978020,9.3164005,25.96
15,5.7440219,9.7984734,9.3025084,25.92
16,5.7453809,9.7938385,9.2973146,25.84
17,5.7441354,9.7980862,9.2834730,25.80
18,5.7449007,9.7954760,9.2615204,25.74
19,5.7448931,9.7955027,9.2455511,25.73
20,5.7448020,9.7958126,9.2313862,25.77
21,5.7437782,9.7993050,9.2193508,25.75
22,5.7444820,9.7969036,9.2138233,25.74
23,5.7448716,9.7955751,9.2114725,25.77
24,5.7442045,9.7978506,9.1984587,25.80
25,5.7445569,9.7966480,9.1818027,25.86
26,5.7449231,9.7953997,9.1700830,25.91
27,5.7443132,9.7974796,9.1573334,25.95
28,5.7437835,9.7992878,9.1474514,25.98
29,5.7446966,9.7961721,9.1413288,26.02
30,5.7447672,9.7959309,9.1417074,26.08
31,5.7444525,9.7970047,9.1248770,26.10
32,5.7446384,9.7963705,9.1112576,26.15
