Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7446671,9.7962723,9.4799719,25.99
2,5.7447004,9.7961597,9.4690409,25.95
3,5.7445211,9.7967710,9.4598417,25.99
4,5.7443981,9.7971907,9.4492693,26.03
5,5.7447147,9.7961102,9.4367199,26.02
6,5.7446337,9.7963867,9.4252834,25.96
7,5.7444987,9.7968473,9.4128199,25.96
8,5.7446814,9.7962246,9.3997145,25.97
9,5.7443752,9.7972689,9.3864393,25.94
10,5.7448368,9.7956934,9.3791885,25.92
11,5.7448025,9.7958117,9.3673267,25.90
12,5.7446165,9.7964449,9.3520708,25.93
13,5.7446890,9.7961979,9.3401613,25.94
14,5.7444730,9.7969351,9.3297033,25.94
15,5.7445440,9.7966928,9.3189058,25.96
16,5.7446795,9.7962303,9.3085823,26.01
17,5.7446928,9.7961845,9.3004599,26.05
18,5.7445955,9.7965164,9.2872686,26.04
19,5.7444816,9.7969055,9.2734566,26.07
20,5.7446327,9.7963896,9.2603636,26.05
21,5.7453599,9.7939100,9.2502766,26.00
22,5.7446795,9.7962303,9.2394056,25.93
23,5.7444534,9.7970018,9.2261648,25.92
24,5.7445173,9.7967834,9.2170534,25.93
25,5.7446613,9.7962923,9.2061396,25.97
26,5.7451544,9.7946110,9.1959209,25.97
27,5.7442293,9.7977657,9.1779413,25.89
28,5.7445722,9.7965965,9.1661816,25.88
29,5.7447724,9.7959137,9.1553526,25.87
30,5.7445631,9.7966270,9.1453161,25.90
31,5.7449045,9.7954626,9.1359415,25.92
32,5.7446485,9.7963362,9.1231403,25.87
