Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7452469,9.7942953,9.5363750,22.99
2,5.7450428,9.7949915,9.5247478,22.98
3,5.7440467,9.7983894,9.5135498,22.98
4,5.7435937,9.7999344,9.5008421,22.98
5,5.7448635,9.7956028,9.4976797,22.99
6,5.7445154,9.7967901,9.5089073,22.98
7,5.7437344,9.7994547,9.4779959,22.98
8,5.7452278,9.7943602,9.4663296,22.96
9,5.7447577,9.7959642,9.4541521,22.97
10,5.7439332,9.7987766,9.4408236,22.96
11,5.7434788,9.8003263,9.4314804,22.96
12,5.7454205,9.7937040,9.4337568,22.90
13,5.7440586,9.7983484,9.4373198,22.91
14,5.7440333,9.7984343,9.4048424,22.91
15,5.7454271,9.7936811,9.3966093,22.90
16,5.7445822,9.7965622,9.3853493,22.91
17,5.7438116,9.7991905,9.3708200,22.92
18,5.7437758,9.7993126,9.3638935,22.93
19,5.7456198,9.7930241,9.3705416,22.91
20,5.7437334,9.7994576,9.3664150,22.86
21,5.7444420,9.7970400,9.3369007,22.80
22,5.7453899,9.7938080,9.3271627,22.80
23,5.7446785,9.7962341,9.3155813,22.79
24,5.7436504,9.7997408,9.3033533,22.83
25,5.7441950,9.7978830,9.2962217,22.84
26,5.7454152,9.7937212,9.3067455,22.85
27,5.7432156,9.8012257,9.2924051,22.84
28,5.7446337,9.7963867,9.2648411,22.88
29,5.7451725,9.7945490,9.2519598,22.89
30,5.7441096,9.7981749,9.2423172,22.91
31,5.7432575,9.8010817,9.2293081,22.93
32,5.7444854,9.7968931,9.2183323,22.92
