Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7436533,9.7997313,9.4835281,22.43
2,5.7441416,9.7980652,9.4682970,22.42
3,5.7443962,9.7971964,9.4705029,22.38
4,5.7438717,9.7989864,9.4445629,22.35
5,5.7447643,9.7959404,9.4276609,22.34
6,5.7448268,9.7957277,9.4155388,22.32
7,5.7444911,9.7968731,9.4035378,22.32
8,5.7431211,9.8015471,9.3872261,22.24
9,5.7443428,9.7973785,9.3776016,22.29
10,5.7445350,9.7967234,9.3834028,22.30
11,5.7440743,9.7982950,9.3549452,22.30
12,5.7452517,9.7942791,9.3471327,22.34
13,5.7446270,9.7964096,9.3342247,22.35
14,5.7440200,9.7984800,9.3218193,22.35
15,5.7434635,9.8003788,9.3084631,22.41
16,5.7446804,9.7962275,9.3014622,22.42
17,5.7437572,9.7993765,9.2967634,22.40
18,5.7439184,9.7988262,9.2647867,22.39
19,5.7449565,9.7952862,9.2513885,22.36
20,5.7444191,9.7971182,9.2358055,22.31
21,5.7435884,9.7999525,9.2209396,22.32
22,5.7435489,9.8000870,9.2062531,22.34
23,5.7447691,9.7959251,9.2000999,22.34
24,5.7437506,9.7993994,9.1932096,22.38
25,5.7445221,9.7967672,9.1712465,22.39
26,5.7451668,9.7945690,9.1620855,22.36
27,5.7444458,9.7970276,9.1477098,22.47
28,5.7436070,9.7998896,9.1380253,22.48
29,5.7439365,9.7987642,9.1298914,22.48
30,5.7448101,9.7957850,9.1290798,22.44
31,5.7434516,9.8004198,9.1149769,22.44
32,5.7446318,9.7963934,9.0925331,22.42
