Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441955,9.7978811,9.5191221,23.51
2,5.7445378,9.7967138,9.5108042,23.56
3,5.7443304,9.7974215,9.5003061,23.56
4,5.7442346,9.7977486,9.4895430,23.58
5,5.7443480,9.7973614,9.4761543,23.57
6,5.7445173,9.7967834,9.4665852,23.60
7,5.7442455,9.7977104,9.4564762,23.63
8,5.7442427,9.7977200,9.4457684,23.61
9,5.7443199,9.7974567,9.4379492,23.63
10,5.7443881,9.7972250,9.4262266,23.64
11,5.7443614,9.7973156,9.4164619,23.55
12,5.7445736,9.7965918,9.4056816,23.57
13,5.7446027,9.7964926,9.3948402,23.52
14,5.7443819,9.7972460,9.3849287,23.50
15,5.7444067,9.7971611,9.3752813,23.49
16,5.7445469,9.7966833,9.3679295,23.48
17,5.7445121,9.7968016,9.3582926,23.45
18,5.7442770,9.7976036,9.3483963,23.45
19,5.7445722,9.7965965,9.3376293,23.45
20,5.7445908,9.7965326,9.3279047,23.47
21,5.7439985,9.7985535,9.3166666,23.46
22,5.7444396,9.7970486,9.3064823,23.54
23,5.7445502,9.7966709,9.2991810,23.54
24,5.7444172,9.7971249,9.2897091,23.56
25,5.7445087,9.7968130,9.2794666,23.56
26,5.7446780,9.7962351,9.2684641,23.54
27,5.7445183,9.7967806,9.2577438,23.57
28,5.7441959,9.7978802,9.2489195,23.52
29,5.7445078,9.7968159,9.2406349,23.51
30,5.7443848,9.7972355,9.2324638,23.49
31,5.7443352,9.7974052,9.2225618,23.50
32,5.7445245,9.7967587,9.2120295,23.52
