Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444105,9.7971478,9.5069675,26.32
2,5.7448416,9.7956772,9.4990921,26.33
3,5.7445498,9.7966738,9.4938440,26.34
4,5.7446976,9.7961693,9.4799824,26.32
5,5.7450418,9.7949953,9.4681444,26.30
6,5.7447357,9.7960386,9.4567480,26.29
7,5.7441730,9.7979584,9.4446182,26.25
8,5.7444282,9.7970877,9.4357014,26.28
9,5.7446012,9.7964973,9.4268551,26.27
10,5.7445092,9.7968111,9.4204645,26.25
11,5.7444477,9.7970209,9.4072609,26.25
12,5.7450080,9.7951107,9.3950548,26.23
13,5.7445889,9.7965393,9.3827887,26.19
14,5.7441301,9.7981043,9.3714752,26.16
15,5.7445583,9.7966433,9.3628016,26.18
16,5.7447195,9.7960939,9.3546457,26.16
17,5.7447405,9.7960224,9.3480806,26.18
18,5.7448568,9.7956257,9.3369064,26.14
19,5.7453461,9.7939577,9.3263969,26.12
20,5.7447267,9.7960691,9.3157692,26.16
21,5.7441611,9.7979984,9.3057890,26.14
22,5.7445145,9.7967930,9.2999134,26.13
23,5.7446780,9.7962351,9.2895145,26.07
24,5.7446842,9.7962141,9.2782269,26.09
25,5.7447414,9.7960186,9.2675200,26.07
26,5.7451897,9.7944908,9.2562075,26.11
27,5.7444916,9.7968712,9.2435036,26.13
28,5.7438717,9.7989864,9.2328548,26.08
29,5.7444654,9.7969608,9.2277451,26.13
30,5.7445917,9.7965298,9.2193451,26.18
31,5.7445469,9.7966833,9.2072754,26.23
32,5.7446303,9.7963982,9.1958284,26.25
