Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7442665,9.7976389,9.4781141,26.48
2,5.7450304,9.7950335,9.4696350,26.43
3,5.7445984,9.7965078,9.4603415,26.42
4,5.7442141,9.7978182,9.4333658,26.40
5,5.7449880,9.7951784,9.4193087,26.45
6,5.7450328,9.7950258,9.4027195,26.38
7,5.7442617,9.7976551,9.3906660,26.42
8,5.7442179,9.7978048,9.3794203,26.40
9,5.7444725,9.7969370,9.3699627,26.41
10,5.7447386,9.7960291,9.3665657,26.43
11,5.7446709,9.7962599,9.3484507,26.40
12,5.7453051,9.7940969,9.3351374,26.44
13,5.7446494,9.7963333,9.3167419,26.43
14,5.7439008,9.7988863,9.3040533,26.44
15,5.7445555,9.7966537,9.2955399,26.46
16,5.7447176,9.7961006,9.2886934,26.48
17,5.7444992,9.7968454,9.2795887,26.49
18,5.7444453,9.7970295,9.2595377,26.51
19,5.7453375,9.7939873,9.2461147,26.50
20,5.7448378,9.7956905,9.2267857,26.49
21,5.7441583,9.7980080,9.2083807,26.50
22,5.7443924,9.7972097,9.1982355,26.49
23,5.7445683,9.7966099,9.1861353,26.51
24,5.7445021,9.7968359,9.1756754,26.53
25,5.7447739,9.7959089,9.1629915,26.56
26,5.7450957,9.7948103,9.1491718,26.54
27,5.7443771,9.7972622,9.1354303,26.52
28,5.7441354,9.7980862,9.1267796,26.57
29,5.7447329,9.7960482,9.1215734,26.58
30,5.7445593,9.7966404,9.1110649,26.59
31,5.7444124,9.7971411,9.0959406,26.57
32,5.7447309,9.7960548,9.0827208,26.61
