Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441883,9.7979059,9.5126524,26.24
2,5.7446213,9.7964287,9.5035801,26.26
3,5.7445354,9.7967215,9.5024414,26.20
4,5.7445316,9.7967348,9.4817715,26.19
5,5.7451134,9.7947512,9.4694138,26.19
6,5.7447748,9.7959061,9.4528942,26.16
7,5.7441044,9.7981920,9.4399900,26.14
8,5.7442245,9.7977829,9.4316130,26.16
9,5.7447433,9.7960129,9.4251003,26.16
10,5.7444649,9.7969618,9.4213743,26.16
11,5.7445850,9.7965527,9.4025412,26.19
12,5.7453833,9.7938309,9.3905029,26.19
13,5.7447500,9.7959900,9.3776617,26.19
14,5.7442493,9.7976980,9.3674221,26.15
15,5.7441664,9.7979803,9.3588104,26.13
16,5.7450156,9.7950840,9.3536987,26.11
17,5.7444429,9.7970371,9.3464642,26.11
18,5.7448573,9.7956247,9.3304071,26.05
19,5.7453623,9.7939024,9.3195333,26.13
20,5.7446446,9.7963495,9.3063641,26.13
21,5.7438717,9.7989864,9.2963667,26.15
22,5.7445641,9.7966242,9.2899036,26.13
23,5.7448139,9.7957716,9.2867203,26.15
24,5.7442265,9.7977762,9.2727470,26.16
25,5.7447910,9.7958498,9.2570572,26.14
26,5.7451000,9.7947960,9.2439137,26.16
27,5.7446361,9.7963791,9.2316570,26.16
28,5.7438431,9.7990837,9.2217607,26.19
29,5.7447195,9.7960939,9.2140303,26.16
30,5.7447963,9.7958317,9.2128725,26.18
31,5.7444496,9.7970152,9.1964436,26.19
32,5.7448502,9.7956486,9.1838408,26.19
