Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7441225,9.7981310,9.5072842,25.99
2,5.7444415,9.7970419,9.4975061,26.00
3,5.7446136,9.7964544,9.4887962,26.01
4,5.7447286,9.7960625,9.4759197,26.01
5,5.7449946,9.7951555,9.4647789,26.05
6,5.7448606,9.7956123,9.4533014,26.04
7,5.7444506,9.7970114,9.4420137,26.04
8,5.7444000,9.7971840,9.4313030,25.98
9,5.7445536,9.7966604,9.4226170,25.95
10,5.7445621,9.7966309,9.4152212,25.98
11,5.7447176,9.7961006,9.4028988,25.99
12,5.7451525,9.7946177,9.3913822,25.98
13,5.7446642,9.7962828,9.3799620,25.96
14,5.7442498,9.7976961,9.3682547,26.00
15,5.7446194,9.7964354,9.3586302,25.97
16,5.7444324,9.7970734,9.3471460,25.92
17,5.7445540,9.7966576,9.3393278,25.94
18,5.7447104,9.7961254,9.3287191,25.95
19,5.7452765,9.7941942,9.3170557,26.00
20,5.7447958,9.7958336,9.3068466,25.95
21,5.7441263,9.7981176,9.2965355,25.96
22,5.7446027,9.7964926,9.2896624,25.95
23,5.7446241,9.7964191,9.2801895,25.95
24,5.7446852,9.7962112,9.2704220,25.95
25,5.7447309,9.7960548,9.2597198,25.95
26,5.7451172,9.7947378,9.2489815,26.00
27,5.7445650,9.7966204,9.2388935,26.05
28,5.7438831,9.7989473,9.2280350,26.02
29,5.7444553,9.7969952,9.2236509,26.06
30,5.7444882,9.7968826,9.2138042,26.11
31,5.7445621,9.7966309,9.2016039,26.12
32,5.7446184,9.7964382,9.1912479,26.11
