Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7444782,9.7969170,9.5113020,28.60
2,5.7448802,9.7955465,9.5073309,28.65
3,5.7446294,9.7964010,9.5067816,28.58
4,5.7445154,9.7967901,9.4884834,28.51
5,5.7452059,9.7944355,9.4748917,28.44
6,5.7450461,9.7949800,9.4630146,28.40
7,5.7442732,9.7976170,9.4530468,28.40
8,5.7447762,9.7959003,9.4466953,28.39
9,5.7446885,9.7961998,9.4442778,28.41
10,5.7445154,9.7967901,9.4397144,28.46
11,5.7445583,9.7966433,9.4207840,28.47
12,5.7452550,9.7942686,9.4100494,28.42
13,5.7449965,9.7951488,9.4006538,28.38
14,5.7442698,9.7976274,9.3908405,28.34
15,5.7443995,9.7971849,9.3838673,28.37
16,5.7450018,9.7951317,9.3824873,28.39
17,5.7445869,9.7965460,9.3754482,28.42
18,5.7447462,9.7960033,9.3577728,28.48
19,5.7453117,9.7940750,9.3471308,28.50
20,5.7447572,9.7959652,9.3363762,28.50
21,5.7442312,9.7977600,9.3275290,28.53
22,5.7447014,9.7961559,9.3214912,28.53
23,5.7448711,9.7955770,9.3210506,28.53
24,5.7446909,9.7961912,9.3105679,28.59
25,5.7449045,9.7954626,9.2940493,28.62
26,5.7452574,9.7942600,9.2831354,28.62
27,5.7446165,9.7964449,9.2710352,28.65
28,5.7444725,9.7969370,9.2646933,28.65
29,5.7450457,9.7949820,9.2597504,28.62
30,5.7450404,9.7950001,9.2597618,28.61
31,5.7447748,9.7959061,9.2454424,28.54
32,5.7449470,9.7953186,9.2296877,28.56
