Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7443123,9.7974825,9.5129032,29.23
2,5.7448268,9.7957277,9.5075417,29.20
3,5.7446547,9.7963152,9.5066681,29.15
4,5.7446179,9.7964401,9.4885759,29.12
5,5.7450504,9.7949657,9.4752188,29.14
6,5.7450123,9.7950954,9.4637957,29.17
7,5.7443719,9.7972794,9.4511099,29.13
8,5.7445264,9.7967529,9.4412823,29.12
9,5.7447491,9.7959938,9.4383173,29.09
10,5.7446527,9.7963219,9.4342356,29.05
11,5.7445087,9.7968130,9.4165316,29.02
12,5.7452402,9.7943192,9.4047003,29.04
13,5.7449074,9.7954531,9.3918667,29.04
14,5.7443585,9.7973251,9.3820934,29.04
15,5.7447124,9.7961187,9.3735094,29.05
16,5.7447925,9.7958450,9.3718824,29.02
17,5.7445364,9.7967186,9.3659630,29.04
18,5.7445521,9.7966642,9.3477964,29.07
19,5.7452455,9.7943001,9.3357496,29.02
20,5.7447224,9.7960844,9.3236580,29.05
21,5.7442303,9.7977629,9.3146467,29.04
22,5.7448583,9.7956209,9.3092155,29.04
23,5.7449865,9.7951832,9.3057709,29.02
24,5.7445898,9.7965364,9.2950706,29.00
25,5.7447495,9.7959909,9.2769489,28.99
26,5.7449989,9.7951412,9.2661114,28.99
27,5.7445087,9.7968130,9.2539597,29.00
28,5.7441840,9.7979202,9.2465734,29.02
29,5.7447367,9.7960348,9.2403736,29.03
30,5.7448149,9.7957687,9.2364168,29.06
31,5.7447538,9.7959766,9.2227793,29.10
32,5.7447219,9.7960854,9.2070827,29.08
