Samples number,Period [s],g [m/s^2],Velocity [m/s],Temperature [ºC]
1,5.7440119,9.7985077,9.5134325,25.57
2,5.7443790,9.7972555,9.5050478,25.57
3,5.7444839,9.7968979,9.4972687,25.57
4,5.7447405,9.7960224,9.4853582,25.57
5,5.7448621,9.7956076,9.4752626,25.57
6,5.7447577,9.7959642,9.4649277,25.53
7,5.7441959,9.7978802,9.4544983,25.57
8,5.7444754,9.7969275,9.4444284,25.57
9,5.7444696,9.7969465,9.4356384,25.62
10,5.7445579,9.7966452,9.4295120,25.63
11,5.7447319,9.7960520,9.4194441,25.62
12,5.7449722,9.7952328,9.4086180,25.59
13,5.7445683,9.7966099,9.3978767,25.54
14,5.7438002,9.7992306,9.3861351,25.51
15,5.7442288,9.7977676,9.3773108,25.51
16,5.7443433,9.7973776,9.3667917,25.49
17,5.7443991,9.7971869,9.3575068,25.43
18,5.7446136,9.7964544,9.3477573,25.38
19,5.7450714,9.7948942,9.3359337,25.41
20,5.7444196,9.7971172,9.3248081,25.45
21,5.7439413,9.7987480,9.3138294,25.45
22,5.7443495,9.7973566,9.3067102,25.45
23,5.7443371,9.7973986,9.2958536,25.45
24,5.7443485,9.7973595,9.2852659,25.44
25,5.7446241,9.7964191,9.2754250,25.43
26,5.7449608,9.7952709,9.2631092,25.42
27,5.7444639,9.7969656,9.2524958,25.39
28,5.7439666,9.7986622,9.2409964,25.40
29,5.7444882,9.7968826,9.2355680,25.33
30,5.7445774,9.7965784,9.2250195,25.34
31,5.7446651,9.7962790,9.2139521,25.35
32,5.7446356,9.7963800,9.2045088,25.34
